"Date_Time","Usage_kW","Adults","Children","House"
2019-01-14 15:00:00,0.300683333316667,2,1,"House_1"
2019-01-14 16:00:00,0.279563333366667,2,1,"House_1"
2019-01-14 17:00:00,1.51890361103333,4,2,"House_1"
2019-01-14 18:00:00,0.180673611166667,2,1,"House_1"
2019-01-14 19:00:00,0.14889361115,2,1,"House_1"
2019-01-14 20:00:00,0.144285555566667,2,1,"House_1"
2019-01-14 21:00:00,0.16169861105,2,1,"House_1"
2019-01-14 22:00:00,0.134314166716667,5,3,"House_1"
2019-01-14 23:00:00,0.228776388833333,5,3,"House_1"
2019-01-15 00:00:00,0.178502777716667,5,3,"House_1"
2019-01-15 01:00:00,0.264278611166667,5,3,"House_1"
2019-01-15 02:00:00,1.27879555553333,5,3,"House_1"
2019-01-15 03:00:00,0.867934722216667,5,3,"House_1"
2019-01-15 04:00:00,2.28767583331667,5,3,"House_1"
2019-01-15 05:00:00,2.52865916663333,5,3,"House_1"
2019-01-15 06:00:00,2.4324461111,5,3,"House_1"
2019-01-15 07:00:00,2.50293888891667,4,2,"House_1"
2019-01-15 08:00:00,3.50898916668333,4,2,"House_1"
2019-01-15 09:00:00,1.8665086111,4,2,"House_1"
2019-01-15 10:00:00,0.625671944533333,4,2,"House_1"
2019-01-15 11:00:00,0.255286944483333,2,1,"House_1"
2019-01-15 12:00:00,0.341439444516667,2,1,"House_1"
2019-01-15 13:00:00,0.2799152778,2,1,"House_1"
2019-01-15 14:00:00,0.31321722215,2,1,"House_1"
2019-01-15 15:00:00,0.159619444433333,2,1,"House_1"
2019-01-15 16:00:00,0.205988611083333,2,1,"House_1"
2019-01-15 17:00:00,0.22234916665,2,1,"House_1"
2019-01-15 18:00:00,0.235699722183333,2,1,"House_1"
2019-01-15 19:00:00,0.168463055583333,2,1,"House_1"
2019-01-15 20:00:00,0.450610277816667,2,1,"House_1"
2019-01-15 21:00:00,1.54639388891667,4,2,"House_1"
2019-01-15 22:00:00,1.41071277771667,5,3,"House_1"
2019-01-15 23:00:00,0.437955277766667,5,3,"House_1"
2019-01-16 00:00:00,0.2611711111,5,3,"House_1"
2019-01-16 01:00:00,0.22474833345,5,3,"House_1"
2019-01-16 02:00:00,0.404773888933333,5,3,"House_1"
2019-01-16 03:00:00,0.172011944416667,5,3,"House_1"
2019-01-16 04:00:00,0.188480555633333,5,3,"House_1"
2019-01-16 05:00:00,0.213397222233333,5,3,"House_1"
2019-01-16 06:00:00,0.582882777733333,5,3,"House_1"
2019-01-16 07:00:00,0.5251244444,2,1,"House_1"
2019-01-16 08:00:00,0.379424444416667,2,1,"House_1"
2019-01-16 09:00:00,0.348790277783333,2,1,"House_1"
2019-01-16 10:00:00,0.522939166733333,2,1,"House_1"
2019-01-16 11:00:00,0.314448888816667,2,1,"House_1"
2019-01-16 12:00:00,0.183687777733333,2,1,"House_1"
2019-01-16 13:00:00,0.19151750005,2,1,"House_1"
2019-01-16 14:00:00,0.194925833316667,2,1,"House_1"
2019-01-16 15:00:00,0.2063236111,2,1,"House_1"
2019-01-16 16:00:00,0.321217499966667,2,1,"House_1"
2019-01-16 17:00:00,1.80958611113333,4,2,"House_1"
2019-01-16 18:00:00,0.46464222225,2,1,"House_1"
2019-01-16 19:00:00,0.227376111116667,2,1,"House_1"
2019-01-16 20:00:00,0.291801388866667,2,1,"House_1"
2019-01-16 21:00:00,2.47487333338333,4,2,"House_1"
2019-01-16 22:00:00,2.88076666666667,5,3,"House_1"
2019-01-16 23:00:00,1.82856999996667,5,3,"House_1"
2019-01-17 00:00:00,0.19654416665,5,3,"House_1"
2019-01-17 01:00:00,0.250474722166667,5,3,"House_1"
2019-01-17 02:00:00,0.38571638895,5,3,"House_1"
2019-01-17 03:00:00,1.85552722218333,5,3,"House_1"
2019-01-17 04:00:00,0.839721666616667,5,3,"House_1"
2019-01-17 05:00:00,2.28958666668333,5,3,"House_1"
2019-01-17 06:00:00,1.43329333333333,5,3,"House_1"
2019-01-17 07:00:00,0.409682499966667,2,1,"House_1"
2019-01-17 08:00:00,0.355683888883333,2,1,"House_1"
2019-01-17 09:00:00,0.30274111115,2,1,"House_1"
2019-01-17 10:00:00,0.518634166633333,2,1,"House_1"
2019-01-17 11:00:00,0.262213333366667,2,1,"House_1"
2019-01-17 12:00:00,0.3126727778,2,1,"House_1"
2019-01-17 13:00:00,0.236738333333333,2,1,"House_1"
2019-01-17 14:00:00,0.19705777775,2,1,"House_1"
2019-01-17 15:00:00,0.267799444533333,2,1,"House_1"
2019-01-17 16:00:00,0.193296666716667,2,1,"House_1"
2019-01-17 17:00:00,1.92171472218333,4,2,"House_1"
2019-01-17 18:00:00,0.516235555516667,2,1,"House_1"
2019-01-17 19:00:00,0.269879444466667,2,1,"House_1"
2019-01-17 20:00:00,1.3342455556,4,2,"House_1"
2019-01-17 21:00:00,2.80632305555,4,2,"House_1"
2019-01-17 22:00:00,2.77644277776667,5,3,"House_1"
2019-01-17 23:00:00,0.347935833333333,5,3,"House_1"
2019-01-18 00:00:00,0.49146555555,5,3,"House_1"
2019-01-18 01:00:00,0.357880833316667,5,3,"House_1"
2019-01-18 02:00:00,0.294334166683333,5,3,"House_1"
2019-01-18 03:00:00,0.873322499983333,5,3,"House_1"
2019-01-18 04:00:00,0.210852499983333,5,3,"House_1"
2019-01-18 05:00:00,0.306224444416667,5,3,"House_1"
2019-01-18 06:00:00,0.264715833316667,5,3,"House_1"
2019-01-18 07:00:00,0.261866944416667,2,1,"House_1"
2019-01-18 08:00:00,0.315163888833333,2,1,"House_1"
2019-01-18 09:00:00,0.30928277775,2,1,"House_1"
2019-01-18 10:00:00,0.434306111166667,2,1,"House_1"
2019-01-18 11:00:00,1.82095666668333,4,2,"House_1"
2019-01-18 12:00:00,0.350576944433333,2,1,"House_1"
2019-01-18 13:00:00,0.437299999983333,2,1,"House_1"
2019-01-18 14:00:00,0.250542499966667,2,1,"House_1"
2019-01-18 15:00:00,0.252871666683333,2,1,"House_1"
2019-01-18 16:00:00,0.20980527775,2,1,"House_1"
2019-01-18 17:00:00,2.0108288889,4,2,"House_1"
2019-01-18 18:00:00,1.44272861111667,4,2,"House_1"
2019-01-18 19:00:00,2.67493944438333,4,2,"House_1"
2019-01-18 20:00:00,1.31276499996667,4,2,"House_1"
2019-01-18 21:00:00,0.501563333366667,2,1,"House_1"
2019-01-18 22:00:00,0.200943055533333,5,3,"House_1"
2019-01-18 23:00:00,0.154562499966667,5,3,"House_1"
2019-01-19 00:00:00,0.38449999995,5,3,"House_1"
2019-01-19 01:00:00,0.42984555555,5,3,"House_1"
2019-01-19 02:00:00,0.418768055583333,5,3,"House_1"
2019-01-19 03:00:00,0.509224444483333,5,3,"House_1"
2019-01-19 04:00:00,1.93755083333333,5,3,"House_1"
2019-01-19 05:00:00,3.09873472223333,5,3,"House_1"
2019-01-19 06:00:00,2.98315416665,5,3,"House_1"
2019-01-19 07:00:00,2.82880055551667,4,2,"House_1"
2019-01-19 08:00:00,1.97462027775,4,2,"House_1"
2019-01-19 09:00:00,0.391481388916667,2,1,"House_1"
2019-01-19 10:00:00,0.397922500016667,2,1,"House_1"
2019-01-19 11:00:00,0.443363055583333,2,1,"House_1"
2019-01-19 12:00:00,0.337532222216667,2,1,"House_1"
2019-01-19 13:00:00,0.568990833383333,2,1,"House_1"
2019-01-19 14:00:00,0.270523611033333,2,1,"House_1"
2019-01-19 15:00:00,0.252993888866667,2,1,"House_1"
2019-01-19 16:00:00,0.238458888916667,2,1,"House_1"
2019-01-19 17:00:00,0.238800277733333,2,1,"House_1"
2019-01-19 18:00:00,0.2253111111,2,1,"House_1"
